,date,total_cases,new_cases,total_cases_per_million,new_cases_per_million,stringency_index,new_cases_smoothed,new_deaths_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,total_deaths,new_deaths,total_deaths_per_million,new_deaths_per_million,reproduction_rate,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,total_tests,total_tests_per_thousand,tests_units,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case
539,540,2370604,1265,54538.241,29.103,50.93,1822.857,48.0,41.937,1.104,56573.0,47.0,1301.521,1.081,1.03,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,20446.0,0.47,0.089,11.2
540,541,2371895,1291,54567.941,29.701,50.93,1714.571,45.571,39.446,1.048,56616.0,43.0,1302.511,0.989,1.02,-14858.4,-5.83,-11.55,11857352.0,272.791,tests performed,18276.0,0.229,18731.0,0.431,0.092,10.9
541,542,2374012,2117,54616.645,48.704,50.93,1708.571,47.143,39.307,1.085,56682.0,66.0,1304.029,1.518,1.08,-14858.4,-5.83,-11.55,11880472.0,273.323,tests performed,23120.0,0.532,18661.0,0.429,0.092,10.9
542,543,2376571,2559,54675.518,58.872,50.93,1761.286,52.857,40.52,1.216,56769.0,87.0,1306.031,2.002,1.15,-14858.4,-5.83,-11.55,11903521.0,273.853,tests performed,23049.0,0.53,18599.0,0.428,0.095,10.6
543,544,2379159,2588,54735.057,59.54,50.93,1799.857,55.714,41.408,1.282,56847.0,78.0,1307.825,1.794,1.2,-14858.4,-5.83,-11.55,11931126.0,274.488,tests performed,27605.0,0.635,18622.0,0.428,0.097,10.3
544,545,2381553,2394,54790.134,55.076,50.93,1914.714,57.429,44.05,1.321,56900.0,53.0,1309.044,1.219,1.22,-14858.4,-5.83,-11.55,11949470.0,274.91,tests performed,18344.0,0.422,19351.0,0.445,0.099,10.1
545,546,2382769,1216,54818.109,27.975,50.93,1918.571,58.286,44.139,1.341,56934.0,34.0,1309.827,0.782,1.2,-14858.4,-5.83,-11.55,11958965.0,275.129,tests performed,9495.0,0.218,18815.0,0.433,0.102,9.8
546,547,2384564,1795,54859.405,41.296,50.93,1994.286,61.571,45.881,1.417,57004.0,70.0,1311.437,1.61,1.18,90810.2,9.41,-0.25,11980323.0,275.62,tests performed,21358.0,0.491,19717.0,0.454,0.101,9.9
547,548,2387052,2488,54916.644,57.239,50.93,2165.286,64.286,49.815,1.479,57066.0,62.0,1312.863,1.426,1.18,-14858.4,-5.83,-11.55,12008463.0,276.267,tests performed,28140.0,0.647,21587.0,0.497,0.1,10.0
548,549,2389923,2871,54982.695,66.05,50.93,2273.0,63.857,52.293,1.469,57129.0,63.0,1314.313,1.449,1.17,-14858.4,-5.83,-11.55,12031985.0,276.808,tests performed,23522.0,0.541,21645.0,0.498,0.105,9.5
549,550,2393002,3079,55053.53,70.836,50.93,2347.286,60.429,54.002,1.39,57192.0,63.0,1315.762,1.449,1.16,-14858.4,-5.83,-11.55,12055523.0,277.35,tests performed,23538.0,0.542,21715.0,0.5,0.108,9.3
550,551,2395616,2614,55113.668,60.138,50.93,2351.0,55.571,54.087,1.278,57236.0,44.0,1316.774,1.012,1.16,-14858.4,-5.83,-11.55,12081160.0,277.94,tests performed,25637.0,0.59,21433.0,0.493,0.11,9.1
551,552,2397758,2142,55162.947,49.279,50.93,2315.0,55.286,53.259,1.272,57287.0,51.0,1317.948,1.173,1.18,-14858.4,-5.83,-11.55,12097306.0,278.311,tests performed,16146.0,0.371,21119.0,0.486,0.11,9.1
552,553,2398900,1142,55189.22,26.273,50.93,2304.429,55.0,53.016,1.265,57319.0,32.0,1318.684,0.736,1.21,-14858.4,-5.83,-11.55,12108589.0,278.571,tests performed,11283.0,0.26,21375.0,0.492,0.108,9.3
553,554,2401462,2562,55248.161,58.942,50.93,2414.0,55.429,55.537,1.275,57392.0,73.0,1320.363,1.679,1.24,-14858.4,-5.83,-11.55,12131185.0,279.091,tests performed,22596.0,0.52,21552.0,0.496,0.112,8.9
554,555,2404585,3123,55320.009,71.848,50.93,2504.714,58.0,57.624,1.334,57472.0,80.0,1322.204,1.84,1.26,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,21595.0,0.497,0.116,8.6
555,556,2408595,4010,55412.264,92.254,50.93,2667.429,60.429,61.367,1.39,57552.0,80.0,1324.044,1.84,1.28,-14858.4,-5.83,-11.55,12188070.0,280.399,tests performed,18276.0,0.229,22298.0,0.513,0.12,8.4
556,557,2412543,3948,55503.092,90.828,50.93,2791.571,65.143,64.223,1.499,57648.0,96.0,1326.253,2.209,1.29,-14858.4,-5.83,-11.55,12217031.0,281.066,tests performed,28961.0,0.666,23073.0,0.531,0.121,8.3
557,558,2416739,4196,55599.625,96.533,50.93,3017.571,71.286,69.422,1.64,57735.0,87.0,1328.254,2.002,1.3,-14858.4,-5.83,-11.55,12250193.0,281.829,tests performed,33162.0,0.763,24148.0,0.556,0.125,8.0
558,559,2419254,2515,55657.485,57.86,50.93,3070.857,69.286,70.648,1.594,57772.0,37.0,1329.106,0.851,1.3,-14858.4,-5.83,-11.55,12269080.0,282.263,tests performed,18887.0,0.435,24539.0,0.565,0.125,8.0
559,560,2420776,1522,55692.5,35.015,50.93,3125.143,68.286,71.897,1.571,57797.0,25.0,1329.681,0.575,1.33,-14858.4,-5.83,-11.55,12279748.0,282.509,tests performed,10668.0,0.245,24451.0,0.563,0.128,7.8
560,561,2424416,3640,55776.242,83.742,50.93,3279.143,74.429,75.44,1.712,57913.0,116.0,1332.35,2.669,1.38,-14858.4,-5.83,-11.55,12309029.0,283.182,tests performed,29281.0,0.674,25406.0,0.584,0.129,7.7
561,562,2429354,4938,55889.846,113.604,50.93,3538.429,79.0,81.405,1.817,58025.0,112.0,1334.926,2.577,1.43,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,26222.0,0.603,0.135,7.4
562,563,2435404,6050,56029.033,139.187,50.93,3829.857,84.857,88.11,1.952,58146.0,121.0,1337.71,2.784,1.46,-14858.4,-5.83,-11.55,12377327.0,284.753,tests performed,18276.0,0.229,27037.0,0.622,0.142,7.1
563,564,2442344,6940,56188.695,159.662,58.33,4257.286,88.143,97.943,2.028,58265.0,119.0,1340.448,2.738,1.46,-14858.4,-5.83,-11.55,12412498.0,285.563,tests performed,35171.0,0.809,27924.0,0.642,0.152,6.6
564,565,2448908,6564,56339.707,151.012,58.33,4595.571,89.714,105.726,2.064,58363.0,98.0,1342.702,2.255,1.44,-14858.4,-5.83,-11.55,12448211.0,286.384,tests performed,35713.0,0.822,28288.0,0.651,0.162,6.2
565,566,2453240,4332,56439.369,99.662,58.33,4855.143,92.857,111.698,2.136,58422.0,59.0,1344.06,1.357,1.41,-14858.4,-5.83,-11.55,12471387.0,286.917,tests performed,23176.0,0.533,28901.0,0.665,0.168,6.0
566,567,2455873,2633,56499.944,60.575,58.33,5013.857,97.143,115.349,2.235,58477.0,55.0,1345.325,1.265,1.39,-14858.4,-5.83,-11.55,12484445.0,287.218,tests performed,13058.0,0.3,29242.0,0.673,0.171,5.8
567,568,2461415,5542,56627.443,127.5,58.33,5285.571,102.286,121.6,2.353,58629.0,152.0,1348.822,3.497,1.39,-14858.4,-5.83,-11.55,12515008.0,287.921,tests performed,30563.0,0.703,29426.0,0.677,0.18,5.6
568,569,2468567,7152,56791.983,164.539,58.33,5601.857,104.143,128.877,2.396,58754.0,125.0,1351.698,2.876,1.39,-14858.4,-5.83,-11.55,12551650.0,288.764,tests performed,36642.0,0.843,29782.0,0.685,0.188,5.3
569,570,2476848,8281,56982.496,190.513,58.33,5920.571,107.0,136.209,2.462,58895.0,141.0,1354.941,3.244,1.38,-14858.4,-5.83,-11.55,12593275.0,289.722,tests performed,41625.0,0.958,30850.0,0.71,0.192,5.2
570,571,2486343,9495,57200.938,218.442,58.33,6285.571,112.571,144.606,2.59,59053.0,158.0,1358.576,3.635,1.37,-14858.4,-5.83,-11.55,12633853.0,290.655,tests performed,40578.0,0.934,31622.0,0.727,0.199,5.0
571,572,2495068,8725,57401.666,200.728,58.33,6594.286,119.857,151.708,2.757,59202.0,149.0,1362.004,3.428,1.35,-14858.4,-5.83,-11.55,12673213.0,291.561,tests performed,39360.0,0.906,32143.0,0.739,0.205,4.9
572,573,2500198,5130,57519.687,118.021,58.33,6708.286,122.714,154.331,2.823,59281.0,79.0,1363.822,1.817,1.33,-14858.4,-5.83,-11.55,12696878.0,292.105,tests performed,23665.0,0.544,32213.0,0.741,0.208,4.8
573,574,2503710,3512,57600.484,80.797,58.33,6833.857,129.571,157.22,2.981,59384.0,103.0,1366.191,2.37,1.33,-14858.4,-5.83,-11.55,12710080.0,292.409,tests performed,13202.0,0.304,32234.0,0.742,0.212,4.7
574,575,2510781,7071,57763.16,162.676,58.33,7052.286,130.143,162.245,2.994,59540.0,156.0,1369.78,3.589,1.35,-14858.4,-5.83,-11.55,12741131.0,293.123,tests performed,31051.0,0.714,32303.0,0.743,0.218,4.6
575,576,2520986,10205,57997.937,234.777,58.33,7488.429,144.857,172.279,3.333,59768.0,228.0,1375.026,5.245,1.38,-14858.4,-5.83,-11.55,12783263.0,294.092,tests performed,42132.0,0.969,33088.0,0.761,0.226,4.4
576,577,2533301,12315,58281.256,283.32,58.33,8064.714,155.0,185.537,3.566,59980.0,212.0,1379.903,4.877,1.39,-14858.4,-5.83,-11.55,12829867.0,295.165,tests performed,46604.0,1.072,33799.0,0.778,0.239,4.2
577,578,2545904,12603,58571.202,289.945,58.33,8508.714,158.714,195.752,3.651,60164.0,184.0,1384.136,4.233,1.38,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,34611.0,0.796,0.246,4.1
578,579,2558300,12396,58856.385,285.183,58.33,9033.143,168.286,207.817,3.872,60380.0,216.0,1389.105,4.969,1.37,-14858.4,-5.83,-11.55,12922388.0,297.293,tests performed,18276.0,0.229,35596.0,0.819,0.254,3.9
579,580,2566875,8575,59053.662,197.277,58.33,9525.286,176.143,219.139,4.052,60514.0,134.0,1392.188,3.083,1.35,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,35395.0,0.814,0.269,3.7
580,581,2572327,5452,59179.091,125.429,58.33,9802.429,178.571,225.515,4.108,60634.0,120.0,1394.949,2.761,1.34,-14858.4,-5.83,-11.55,12966892.0,298.317,tests performed,18276.0,0.229,36687.0,0.844,0.267,3.7
581,582,2582818,10491,59420.447,241.356,58.33,10291.0,204.286,236.755,4.7,60970.0,336.0,1402.679,7.73,1.33,-14858.4,-5.83,-11.55,13003972.0,299.17,tests performed,37080.0,0.853,37549.0,0.864,0.274,3.6
582,583,2596134,13316,59726.796,306.349,58.33,10735.429,220.143,246.98,5.065,61309.0,339.0,1410.478,7.799,1.33,-14858.4,-5.83,-11.55,13058358.0,300.421,tests performed,54386.0,1.251,39299.0,0.904,0.273,3.7
583,584,2611928,15794,60090.153,363.358,58.33,11232.429,236.714,258.414,5.446,61637.0,328.0,1418.024,7.546,1.33,-14858.4,-5.83,-11.55,13111389.0,301.641,tests performed,53031.0,1.22,40217.0,0.925,0.279,3.6
584,585,2628975,17047,60482.338,392.184,58.33,11867.286,247.0,273.019,5.682,61893.0,256.0,1423.914,5.89,1.34,-14858.4,-5.83,-11.55,13164600.0,302.865,tests performed,53211.0,1.224,41210.0,0.948,0.288,3.5
585,586,2645597,16622,60864.744,382.407,58.33,12471.0,253.857,286.908,5.84,62157.0,264.0,1429.987,6.074,1.33,-14858.4,-5.83,-11.55,13217913.0,304.092,tests performed,53313.0,1.227,42218.0,0.971,0.295,3.4
586,587,2657699,12102,61143.163,278.419,58.33,12974.857,259.714,298.5,5.975,62332.0,175.0,1434.013,4.026,1.31,-14858.4,-5.83,-11.55,13253584.0,304.913,tests performed,35671.0,0.821,44135.0,1.015,0.294,3.4
587,588,2667304,9605,61364.137,220.973,58.33,13568.143,273.714,312.149,6.297,62550.0,218.0,1439.029,5.015,1.28,-14858.4,-5.83,-11.55,13277259.0,305.457,tests performed,23675.0,0.545,44338.0,1.02,0.306,3.3
588,589,2680076,12772,61657.97,293.833,58.33,13894.0,278.714,319.646,6.412,62921.0,371.0,1447.564,8.535,1.23,-14858.4,-5.83,-11.55,13323492.0,306.521,tests performed,46233.0,1.064,45646.0,1.05,0.304,3.3
589,590,2697176,17100,62051.373,393.404,58.33,14434.571,300.714,332.083,6.918,63414.0,493.0,1458.906,11.342,1.2,-14858.4,-5.83,-11.55,13379666.0,307.813,tests performed,56174.0,1.292,45901.0,1.056,0.314,3.2
590,591,2716867,19691,62504.386,453.012,58.33,14991.286,315.714,344.89,7.263,63847.0,433.0,1468.867,9.962,1.16,-14858.4,-5.83,-11.55,13442985.0,309.27,tests performed,63319.0,1.457,47371.0,1.09,0.316,3.2
591,592,2731325,14458,62837.007,332.622,58.33,14621.429,310.714,336.381,7.148,64068.0,221.0,1473.952,5.084,1.11,-14858.4,-5.83,-11.55,13482871.0,310.188,tests performed,39886.0,0.918,45467.0,1.046,0.322,3.1
592,593,2745165,13840,63155.411,318.404,58.33,14224.0,315.714,327.238,7.263,64367.0,299.0,1480.831,6.879,1.12,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,42561.0,0.979,0.334,3.0
593,594,2757328,12163,63435.233,279.823,58.33,14232.714,324.429,327.439,7.464,64603.0,236.0,1486.26,5.429,1.17,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,42174.0,0.97,0.337,3.0
594,595,2767743,10415,63674.841,239.608,58.33,14348.429,321.0,330.101,7.385,64797.0,194.0,1490.723,4.463,1.21,-14858.4,-5.83,-11.55,13581768.0,312.463,tests performed,18276.0,0.229,43501.0,1.001,0.33,3.0
595,596,2784227,16484,64054.073,379.232,0.0,14878.714,348.286,342.3,8.013,65359.0,562.0,1503.653,12.929,1.25,-14858.4,-5.83,-11.55,13642447.0,313.859,tests performed,60679.0,1.396,45565.0,1.048,0.327,3.1
596,597,2804050,19823,64510.122,456.049,0.0,15267.714,351.714,351.25,8.092,65876.0,517.0,1515.547,11.894,1.27,-14858.4,-5.83,-11.55,13709705.0,315.406,tests performed,67258.0,1.547,47148.0,1.085,0.324,3.1
597,598,2827388,23338,65047.037,536.915,0.0,15788.714,371.429,363.236,8.545,66447.0,571.0,1528.683,13.136,1.28,-14858.4,-5.83,-11.55,13781546.0,317.059,tests performed,71841.0,1.653,48366.0,1.113,0.326,3.1
598,599,2852109,24721,65615.77,568.733,0.0,17254.857,431.286,396.966,9.922,67087.0,640.0,1543.407,14.724,1.3,-14858.4,-5.83,-11.55,13854545.0,318.738,tests performed,72999.0,1.679,53096.0,1.222,0.325,3.1
599,600,2876288,24179,66172.033,556.263,0.0,18731.857,461.429,430.946,10.616,67597.0,510.0,1555.14,11.733,1.31,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,57827.0,1.33,0.324,3.1
600,601,2898049,21761,66672.668,500.635,0.0,20103.0,486.429,462.491,11.191,68008.0,411.0,1564.596,9.455,1.3,-14858.4,-5.83,-11.55,13986710.0,321.779,tests performed,18276.0,0.229,62558.0,1.439,0.321,3.1
601,602,2913666,15617,67031.954,359.286,0.0,20846.143,509.714,479.587,11.727,68365.0,357.0,1572.809,8.213,1.27,-14858.4,-5.83,-11.55,14021250.0,322.574,tests performed,34540.0,0.795,62783.0,1.444,0.332,3.0
602,603,2933778,20112,67494.651,462.698,0.0,21364.429,538.714,491.511,12.394,69130.0,765.0,1590.408,17.6,1.23,-14858.4,-5.83,-11.55,14082277.0,323.978,tests performed,61027.0,1.404,62833.0,1.446,0.34,2.9
603,604,2957359,23581,68037.157,542.506,0.0,21901.286,568.286,503.862,13.074,69854.0,724.0,1607.065,16.656,1.2,-14858.4,-5.83,-11.55,14154508.0,325.639,tests performed,72231.0,1.662,63543.0,1.462,0.345,2.9
604,605,2984456,27097,68660.552,623.395,0.0,22438.286,575.429,516.216,13.238,70475.0,621.0,1621.352,14.287,1.18,-14858.4,-5.83,-11.55,14232081.0,327.424,tests performed,77573.0,1.785,64362.0,1.481,0.349,2.9
605,606,3012370,27914,69302.743,642.191,0.0,22894.429,579.143,526.71,13.324,71141.0,666.0,1636.674,15.322,1.11,-14858.4,-5.83,-11.55,14306108.0,329.127,tests performed,74027.0,1.703,64509.0,1.484,0.081,3.0
606,607,3039616,27246,69929.566,626.823,0.0,23332.571,587.571,536.79,13.518,71710.0,569.0,1649.764,13.09,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
