,date,total_cases,new_cases,total_cases_per_million,new_cases_per_million,stringency_index,new_cases_smoothed,new_deaths_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,total_deaths,new_deaths,total_deaths_per_million,new_deaths_per_million,reproduction_rate,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,total_tests,total_tests_per_thousand,tests_units,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case
121,122,46821,897,1077.166,20.636,41.67,852.429,17.429,19.611,0.401,1200.0,12.0,27.607,0.276,0.97,-14858.4,-5.83,-11.55,677257.0,15.581,tests performed,11110.0,0.256,10070.0,0.232,0.085,11.8
122,123,47705,884,1097.504,20.337,41.67,818.571,18.571,18.832,0.427,1227.0,27.0,28.228,0.621,0.97,-14858.4,-5.83,-11.55,690953.0,15.896,tests performed,13696.0,0.315,10227.0,0.235,0.08,12.5
123,124,48628,923,1118.738,21.235,41.67,813.714,17.429,18.72,0.401,1243.0,16.0,28.597,0.368,0.97,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10199.0,0.235,0.08,12.5
124,125,49468,840,1138.063,19.325,41.67,801.714,17.571,18.444,0.404,1265.0,22.0,29.103,0.506,0.97,-14858.4,-5.83,-11.55,715770.0,16.467,tests performed,18276.0,0.229,10551.0,0.243,0.076,13.2
125,126,50053,585,1151.522,13.459,41.67,787.857,16.714,18.125,0.385,1278.0,13.0,29.402,0.299,0.95,-14858.4,-5.83,-11.55,722513.0,16.622,tests performed,6743.0,0.155,10480.0,0.241,0.075,13.3
126,127,50622,569,1164.612,13.09,41.67,766.857,18.0,17.642,0.414,1299.0,21.0,29.885,0.483,0.95,-14858.4,-5.83,-11.55,731858.0,16.837,tests performed,9345.0,0.215,10819.0,0.249,0.071,14.1
127,128,51457,835,1183.822,19.21,41.67,790.429,19.286,18.185,0.444,1323.0,24.0,30.437,0.552,0.96,-14858.4,-5.83,-11.55,745313.0,17.147,tests performed,13455.0,0.31,11309.0,0.26,0.07,14.3
128,129,52285,828,1202.871,19.049,41.67,780.571,20.571,17.958,0.473,1344.0,21.0,30.92,0.483,0.96,-14858.4,-5.83,-11.55,760247.0,17.49,tests performed,14934.0,0.344,11856.0,0.273,0.066,15.2
129,130,53116,831,1221.989,19.118,41.67,773.0,19.286,17.784,0.444,1362.0,18.0,31.334,0.414,0.96,-14858.4,-5.83,-11.55,773831.0,17.803,tests performed,13584.0,0.313,11840.0,0.272,0.065,15.3
130,131,53941,825,1240.969,18.98,41.67,759.0,20.857,17.462,0.48,1389.0,27.0,31.955,0.621,0.96,-14858.4,-5.83,-11.55,786843.0,18.102,tests performed,13012.0,0.299,11926.0,0.274,0.064,15.7
131,132,54647,706,1257.212,16.242,41.67,739.857,19.286,17.021,0.444,1400.0,11.0,32.208,0.253,0.97,-14858.4,-5.83,-11.55,796680.0,18.328,tests performed,9837.0,0.226,11559.0,0.266,0.064,15.6
132,133,55285,638,1271.89,14.678,41.67,747.429,19.571,17.195,0.45,1415.0,15.0,32.554,0.345,0.99,-14858.4,-5.83,-11.55,803657.0,18.489,tests performed,6977.0,0.161,11592.0,0.267,0.064,15.5
133,134,55931,646,1286.752,14.862,41.67,758.429,18.571,17.448,0.427,1429.0,14.0,32.876,0.322,1.0,-14858.4,-5.83,-11.55,813396.0,18.713,tests performed,9739.0,0.224,11648.0,0.268,0.065,15.4
134,135,56779,848,1306.261,19.509,41.67,760.286,17.286,17.491,0.398,1444.0,15.0,33.221,0.345,1.01,-14858.4,-5.83,-11.55,827157.0,19.03,tests performed,13761.0,0.317,11692.0,0.269,0.065,15.4
135,136,57640,861,1326.069,19.808,41.67,765.0,16.857,17.6,0.388,1462.0,18.0,33.635,0.414,1.01,-14858.4,-5.83,-11.55,840332.0,19.333,tests performed,13175.0,0.303,11441.0,0.263,0.067,15.0
136,137,58466,826,1345.072,19.003,41.67,764.286,15.857,17.583,0.365,1473.0,11.0,33.888,0.253,1.01,-14858.4,-5.83,-11.55,854064.0,19.649,tests performed,13732.0,0.316,11462.0,0.264,0.067,15.0
137,138,59333,867,1365.018,19.946,41.67,770.286,15.286,17.721,0.352,1496.0,23.0,34.417,0.529,1.01,-14858.4,-5.83,-11.55,864596.0,19.891,tests performed,10532.0,0.242,11108.0,0.256,0.069,14.4
138,139,60077,744,1382.135,17.117,41.67,775.714,14.857,17.846,0.342,1504.0,8.0,34.601,0.184,1.02,-14858.4,-5.83,-11.55,877262.0,20.182,tests performed,12666.0,0.291,11512.0,0.265,0.067,14.8
139,140,60767,690,1398.009,15.874,41.67,783.143,14.571,18.017,0.335,1517.0,13.0,34.9,0.299,1.04,-14858.4,-5.83,-11.55,881997.0,20.291,tests performed,4735.0,0.109,11191.0,0.257,0.07,14.3
140,141,61454,687,1413.814,15.805,41.67,789.0,15.429,18.152,0.355,1537.0,20.0,35.36,0.46,1.05,-14858.4,-5.83,-11.55,894393.0,20.576,tests performed,12396.0,0.285,11571.0,0.266,0.068,14.7
141,142,62295,841,1433.162,19.348,41.67,788.0,15.571,18.129,0.358,1553.0,16.0,35.728,0.368,1.07,-14858.4,-5.83,-11.55,907360.0,20.875,tests performed,12967.0,0.298,11458.0,0.264,0.069,14.5
142,143,63169,874,1453.269,20.107,41.67,789.857,15.429,18.171,0.355,1570.0,17.0,36.12,0.391,1.09,-14858.4,-5.83,-11.55,921858.0,21.208,tests performed,14498.0,0.334,11647.0,0.268,0.068,14.7
143,144,64173,1004,1476.367,23.098,41.67,815.286,16.857,18.757,0.388,1591.0,21.0,36.603,0.483,1.13,-14858.4,-5.83,-11.55,937006.0,21.557,tests performed,15148.0,0.348,11849.0,0.273,0.069,14.5
144,145,65317,1144,1502.686,26.319,41.67,854.857,16.286,19.667,0.375,1610.0,19.0,37.04,0.437,1.15,-14858.4,-5.83,-11.55,951082.0,21.881,tests performed,14076.0,0.324,12355.0,0.284,0.069,14.5
145,146,66261,944,1524.404,21.718,41.67,883.429,17.286,20.324,0.398,1625.0,15.0,37.385,0.345,1.16,-14858.4,-5.83,-11.55,963641.0,22.17,tests performed,12559.0,0.289,12340.0,0.284,0.072,14.0
146,147,67096,835,1543.614,19.21,41.67,904.143,17.0,20.801,0.391,1636.0,11.0,37.638,0.253,1.16,-14858.4,-5.83,-11.55,970705.0,22.332,tests performed,7064.0,0.163,12673.0,0.292,0.071,14.0
147,148,68030,934,1565.102,21.488,41.67,939.429,16.143,21.613,0.371,1650.0,14.0,37.96,0.322,1.17,-14858.4,-5.83,-11.55,983350.0,22.623,tests performed,12645.0,0.291,12708.0,0.292,0.074,13.5
148,149,69078,1048,1589.212,24.11,41.67,969.0,17.143,22.293,0.394,1673.0,23.0,38.489,0.529,1.16,-14858.4,-5.83,-11.55,998299.0,22.967,tests performed,14949.0,0.344,12991.0,0.299,0.075,13.4
149,150,70300,1222,1617.326,28.113,41.67,1018.714,18.143,23.437,0.417,1697.0,24.0,39.041,0.552,1.16,-14858.4,-5.83,-11.55,1013793.0,23.323,tests performed,15494.0,0.356,13134.0,0.302,0.078,12.9
150,151,71404,1104,1642.724,25.399,41.67,1033.0,18.0,23.765,0.414,1717.0,20.0,39.501,0.46,1.15,-10234.2,-2.97,4.31,1029220.0,23.678,tests performed,15427.0,0.355,13173.0,0.303,0.078,12.8
151,152,72609,1205,1670.446,27.722,48.61,1041.714,17.571,23.966,0.404,1733.0,16.0,39.869,0.368,1.16,-14858.4,-5.83,-11.55,1046080.0,24.066,tests performed,16860.0,0.388,13571.0,0.312,0.077,13.0
152,153,73761,1152,1696.949,26.503,48.61,1071.429,17.714,24.649,0.408,1749.0,16.0,40.238,0.368,1.17,-14858.4,-5.83,-11.55,1058383.0,24.349,tests performed,12303.0,0.283,13535.0,0.311,0.079,12.6
153,154,74781,1020,1720.416,23.466,57.87,1097.857,18.0,25.257,0.414,1762.0,13.0,40.537,0.299,1.18,-14858.4,-5.83,-11.55,1067006.0,24.548,tests performed,8623.0,0.198,13757.0,0.316,0.08,12.5
154,155,75880,1099,1745.699,25.284,57.87,1121.429,19.714,25.8,0.454,1788.0,26.0,41.135,0.598,1.18,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,14212.0,0.327,0.079,12.7
155,156,77169,1289,1775.354,29.655,57.87,1155.857,20.0,26.592,0.46,1813.0,25.0,41.71,0.575,1.18,-14858.4,-5.83,-11.55,1098665.0,25.276,tests performed,18276.0,0.229,14338.0,0.33,0.081,12.4
156,157,78515,1346,1806.32,30.966,57.87,1173.571,21.286,26.999,0.49,1846.0,33.0,42.469,0.759,1.18,-14858.4,-5.83,-11.55,1116641.0,25.69,tests performed,17976.0,0.414,14693.0,0.338,0.08,12.5
157,158,80018,1503,1840.898,34.578,57.87,1230.571,23.143,28.311,0.532,1879.0,33.0,43.228,0.759,1.17,-14858.4,-5.83,-11.55,1135051.0,26.113,tests performed,18410.0,0.424,15119.0,0.348,0.081,12.3
158,159,81534,1516,1875.776,34.877,57.87,1275.0,24.714,29.333,0.569,1906.0,27.0,43.85,0.621,1.16,-14858.4,-5.83,-11.55,1154378.0,26.558,tests performed,19327.0,0.445,15471.0,0.356,0.082,12.1
159,160,82767,1233,1904.142,28.366,57.87,1286.571,25.143,29.599,0.578,1925.0,19.0,44.287,0.437,1.15,-14858.4,-5.83,-11.55,1169351.0,26.902,tests performed,14973.0,0.344,15853.0,0.365,0.081,12.3
160,161,83812,1045,1928.183,24.041,57.87,1290.143,26.857,29.681,0.618,1950.0,25.0,44.862,0.575,1.15,-14858.4,-5.83,-11.55,1179434.0,27.134,tests performed,10083.0,0.232,16061.0,0.37,0.08,12.4
161,162,85023,1211,1956.044,27.86,57.87,1306.143,27.286,30.049,0.628,1979.0,29.0,45.529,0.667,1.16,-14858.4,-5.83,-11.55,1195561.0,27.505,tests performed,16127.0,0.371,16104.0,0.37,0.081,12.3
162,163,86504,1481,1990.116,34.072,57.87,1333.571,26.571,30.68,0.611,1999.0,20.0,45.989,0.46,1.18,-14858.4,-5.83,-11.55,1214941.0,27.951,tests performed,19380.0,0.446,16611.0,0.382,0.08,12.5
163,164,88136,1632,2027.661,37.546,57.87,1374.429,25.286,31.62,0.582,2023.0,24.0,46.541,0.552,1.2,-14858.4,-5.83,-11.55,1233925.0,28.388,tests performed,18984.0,0.437,16755.0,0.385,0.082,12.2
164,165,89917,1781,2068.635,40.974,57.87,1414.143,23.286,32.534,0.536,2042.0,19.0,46.978,0.437,1.22,-14858.4,-5.83,-11.55,1252842.0,28.823,tests performed,18917.0,0.435,16827.0,0.387,0.084,11.9
165,166,91795,1878,2111.841,43.205,57.87,1465.857,24.286,33.724,0.559,2076.0,34.0,47.761,0.782,1.22,-14858.4,-5.83,-11.55,1273821.0,29.306,tests performed,20979.0,0.483,17063.0,0.393,0.086,11.6
166,167,93490,1695,2150.836,38.995,57.87,1531.857,25.0,35.242,0.575,2100.0,24.0,48.313,0.552,1.23,-14858.4,-5.83,-11.55,1289589.0,29.668,tests performed,15768.0,0.363,17177.0,0.395,0.089,11.2
167,168,95007,1517,2185.736,34.9,57.87,1599.286,24.571,36.793,0.565,2122.0,22.0,48.819,0.506,1.23,-14858.4,-5.83,-11.55,1300289.0,29.915,tests performed,10700.0,0.246,17265.0,0.397,0.093,10.8
168,169,96653,1646,2223.604,37.868,57.87,1661.429,24.714,38.223,0.569,2152.0,30.0,49.509,0.69,1.24,-14858.4,-5.83,-11.55,1315409.0,30.262,tests performed,15120.0,0.348,17121.0,0.394,0.097,10.3
169,170,98658,2005,2269.731,46.127,57.87,1736.286,26.143,39.945,0.601,2182.0,30.0,50.199,0.69,1.24,-14858.4,-5.83,-11.55,1335000.0,30.713,tests performed,19591.0,0.451,17151.0,0.395,0.101,9.9
170,171,100810,2152,2319.24,49.509,57.87,1810.571,28.857,41.654,0.664,2225.0,43.0,51.188,0.989,1.23,-14858.4,-5.83,-11.55,1356698.0,31.212,tests performed,21698.0,0.499,17539.0,0.404,0.103,9.7
171,172,102948,2138,2368.427,49.187,57.87,1861.571,29.429,42.827,0.677,2248.0,23.0,51.718,0.529,1.21,-14858.4,-5.83,-11.55,1378519.0,31.714,tests performed,21821.0,0.502,17954.0,0.413,0.104,9.6
172,173,105337,2389,2423.389,54.961,57.87,1934.571,30.0,44.507,0.69,2286.0,38.0,52.592,0.874,1.19,-14858.4,-5.83,-11.55,1400726.0,32.225,tests performed,22207.0,0.511,18129.0,0.417,0.107,9.4
173,174,107379,2042,2470.367,46.978,57.87,1984.143,30.429,45.647,0.7,2313.0,27.0,53.213,0.621,1.17,-14858.4,-5.83,-11.55,1416001.0,32.577,tests performed,15275.0,0.351,18059.0,0.415,0.11,9.1
174,175,109234,1855,2513.043,42.676,57.87,2032.429,30.429,46.758,0.7,2335.0,22.0,53.719,0.506,1.14,-14858.4,-5.83,-11.55,1425351.0,32.792,tests performed,9350.0,0.215,17866.0,0.411,0.114,8.8
175,176,110949,1715,2552.499,39.455,57.87,2042.286,30.0,46.985,0.69,2362.0,27.0,54.34,0.621,1.11,-14858.4,-5.83,-11.55,1436206.0,33.041,tests performed,10855.0,0.25,17257.0,0.397,0.118,8.4
176,177,112653,1704,2591.701,39.202,57.87,1999.286,31.0,45.996,0.713,2399.0,37.0,55.192,0.851,1.09,-14858.4,-5.83,-11.55,1452006.0,33.405,tests performed,15800.0,0.363,16715.0,0.385,0.12,8.4
177,178,114663,2010,2637.943,46.242,57.87,1979.0,32.0,45.529,0.736,2449.0,50.0,56.342,1.15,1.11,-14858.4,-5.83,-11.55,1472736.0,33.882,tests performed,20730.0,0.477,16577.0,0.381,0.119,8.4
178,179,117172,2509,2695.665,57.722,66.2,2032.0,35.857,46.748,0.825,2499.0,50.0,57.492,1.15,1.14,-14858.4,-5.83,-11.55,1494243.0,34.377,tests performed,21507.0,0.495,16532.0,0.38,0.123,8.1
179,180,119751,2579,2754.998,59.333,66.2,2059.143,36.286,47.373,0.835,2540.0,41.0,58.435,0.943,1.15,-14858.4,-5.83,-11.55,1516712.0,34.894,tests performed,22469.0,0.517,16569.0,0.381,0.124,8.0
180,181,121930,2179,2805.128,50.13,66.2,2078.714,37.429,47.823,0.861,2575.0,35.0,59.241,0.805,1.16,-14858.4,-5.83,-11.55,1536171.0,35.341,tests performed,19459.0,0.448,17167.0,0.395,0.121,8.3
181,182,124132,2202,2855.787,50.659,66.2,2128.286,38.571,48.963,0.887,2605.0,30.0,59.931,0.69,1.16,-9872.6,-2.54,0.83,1550280.0,35.666,tests performed,14109.0,0.325,17847.0,0.411,0.119,8.4
182,183,126279,2147,2905.181,49.394,64.35,2190.0,41.714,50.383,0.96,2654.0,49.0,61.058,1.127,1.16,-14858.4,-5.83,-11.55,1556655.0,35.812,tests performed,6375.0,0.147,17207.0,0.396,0.127,7.9
183,184,128833,2554,2963.939,58.757,64.35,2311.429,43.714,53.177,1.006,2705.0,51.0,62.231,1.173,1.15,-14858.4,-5.83,-11.55,1597707.0,36.757,tests performed,41052.0,0.944,20814.0,0.479,0.111,9.0
184,185,131300,2467,3020.695,56.756,64.35,2376.714,44.286,54.679,1.019,2759.0,54.0,63.474,1.242,1.13,-14858.4,-5.83,-11.55,1621697.0,37.309,tests performed,23990.0,0.552,21280.0,0.49,0.112,9.0
185,186,134069,2769,3084.398,63.704,64.35,2413.857,44.714,55.533,1.029,2812.0,53.0,64.693,1.219,1.12,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,21895.0,0.504,0.11,9.1
186,187,136966,2897,3151.047,66.649,64.35,2459.286,46.143,56.578,1.062,2863.0,51.0,65.866,1.173,1.12,-14858.4,-5.83,-11.55,1673316.0,38.496,tests performed,18276.0,0.229,22372.0,0.515,0.11,9.1
187,188,139171,2205,3201.775,50.728,64.35,2463.0,46.143,56.664,1.062,2898.0,35.0,66.672,0.805,1.11,-14858.4,-5.83,-11.55,1693793.0,38.967,tests performed,20477.0,0.471,22517.0,0.518,0.109,9.1
188,189,141424,2253,3253.608,51.833,53.24,2470.286,46.429,56.832,1.068,2930.0,32.0,67.408,0.736,1.11,-14858.4,-5.83,-11.55,1709017.0,39.318,tests performed,15224.0,0.35,22677.0,0.522,0.109,9.2
189,190,143914,2490,3310.893,57.285,64.35,2519.286,47.714,57.959,1.098,2988.0,58.0,68.742,1.334,1.11,-14858.4,-5.83,-11.55,1731877.0,39.844,tests performed,22860.0,0.526,25032.0,0.576,0.101,9.9
190,191,146511,2597,3370.64,59.747,64.35,2525.429,47.0,58.1,1.081,3034.0,46.0,69.8,1.058,1.11,-14858.4,-5.83,-11.55,1751931.0,40.305,tests performed,20054.0,0.461,22032.0,0.507,0.115,8.7
191,192,149146,2635,3431.261,60.621,64.35,2549.429,45.714,58.652,1.052,3079.0,45.0,70.836,1.035,1.11,-14858.4,-5.83,-11.55,1778483.0,40.916,tests performed,26552.0,0.611,22398.0,0.515,0.114,8.8
192,193,152373,3227,3505.501,74.241,64.35,2614.857,45.714,60.158,1.052,3132.0,53.0,72.055,1.219,1.12,-14858.4,-5.83,-11.55,1806428.0,41.559,tests performed,27945.0,0.643,22703.0,0.522,0.115,8.7
193,194,155558,3185,3578.776,73.274,64.35,2656.0,49.0,61.104,1.127,3206.0,74.0,73.757,1.702,1.13,-14858.4,-5.83,-11.55,1834165.0,42.197,tests performed,27737.0,0.638,22978.0,0.529,0.116,8.7
194,195,158122,2564,3637.763,58.988,64.35,2707.286,48.714,62.284,1.121,3239.0,33.0,74.517,0.759,1.13,-14858.4,-5.83,-11.55,1856467.0,42.71,tests performed,22302.0,0.513,23239.0,0.535,0.116,8.6
195,196,160679,2557,3696.59,58.826,64.35,2750.714,49.0,63.283,1.127,3273.0,34.0,75.299,0.782,1.14,-14858.4,-5.83,-11.55,1870790.0,43.039,tests performed,14323.0,0.33,23110.0,0.532,0.119,8.4
196,197,163678,2999,3765.585,68.995,64.35,2823.429,48.286,64.956,1.111,3326.0,53.0,76.518,1.219,1.14,-14858.4,-5.83,-11.55,1897688.0,43.658,tests performed,26898.0,0.619,23687.0,0.545,0.119,8.4
197,198,166694,3016,3834.971,69.386,64.35,2883.286,52.857,66.333,1.216,3404.0,78.0,78.313,1.794,1.14,-14858.4,-5.83,-11.55,1925482.0,44.298,tests performed,27794.0,0.639,24793.0,0.57,0.116,8.6
198,199,170373,3679,3919.61,84.639,64.35,3032.429,55.143,69.764,1.269,3465.0,61.0,79.716,1.403,1.14,-14858.4,-5.83,-11.55,1955211.0,44.982,tests performed,29729.0,0.684,25247.0,0.581,0.12,8.3
199,200,173703,3330,3996.22,76.61,64.35,3047.143,57.571,70.103,1.324,3535.0,70.0,81.326,1.61,1.12,-14858.4,-5.83,-11.55,1985802.0,45.685,tests performed,30591.0,0.704,25625.0,0.59,0.119,8.4
200,201,177048,3345,4073.176,76.955,64.35,3070.0,54.143,70.629,1.246,3585.0,50.0,82.477,1.15,1.11,-14858.4,-5.83,-11.55,2014923.0,46.355,tests performed,29121.0,0.67,25823.0,0.594,0.119,8.4
201,202,180119,3071,4143.827,70.652,64.35,3142.429,55.286,72.295,1.272,3626.0,41.0,83.42,0.943,1.11,-14858.4,-5.83,-11.55,2038850.0,46.906,tests performed,23927.0,0.55,26055.0,0.599,0.121,8.3
202,203,182900,2781,4207.807,63.98,64.35,3174.429,54.143,73.031,1.246,3652.0,26.0,84.018,0.598,1.11,-14858.4,-5.83,-11.55,2058638.0,47.361,tests performed,19788.0,0.455,26835.0,0.617,0.118,8.5
203,204,185890,2990,4276.595,68.788,64.35,3173.143,55.714,73.001,1.282,3716.0,64.0,85.49,1.472,1.1,-14858.4,-5.83,-11.55,2079482.0,47.841,tests performed,20844.0,0.48,25971.0,0.597,0.122,8.2
204,205,189488,3598,4359.371,82.776,64.35,3256.286,54.286,74.914,1.249,3784.0,68.0,87.055,1.564,1.11,-14858.4,-5.83,-11.55,2102377.0,48.367,tests performed,22895.0,0.527,25271.0,0.581,0.129,7.8
205,206,192966,3478,4439.386,80.015,64.35,3227.571,53.286,74.254,1.226,3838.0,54.0,88.297,1.242,1.1,-14858.4,-5.83,-11.55,2129156.0,48.983,tests performed,26779.0,0.616,24849.0,0.572,0.13,7.7
206,207,196631,3665,4523.703,84.317,64.35,3275.429,53.571,75.355,1.232,3910.0,72.0,89.954,1.656,1.1,-14858.4,-5.83,-11.55,2156653.0,49.616,tests performed,27497.0,0.633,24407.0,0.562,0.134,7.5
207,208,200566,3935,4614.232,90.529,64.35,3359.714,57.571,77.294,1.324,3988.0,78.0,91.748,1.794,1.11,-14858.4,-5.83,-11.55,2189926.0,50.382,tests performed,33273.0,0.765,25000.0,0.575,0.134,7.4
208,209,203799,3233,4688.611,74.379,64.35,3382.857,59.714,77.826,1.374,4044.0,56.0,93.036,1.288,1.11,-14858.4,-5.83,-11.55,2209975.0,50.843,tests performed,20049.0,0.461,24446.0,0.562,0.138,7.2
209,210,206579,2780,4752.567,63.957,64.35,3382.714,61.429,77.823,1.413,4082.0,38.0,93.911,0.874,1.13,-14858.4,-5.83,-11.55,2226508.0,51.223,tests performed,16533.0,0.38,23981.0,0.552,0.141,7.1
210,211,210309,3730,4838.38,85.813,58.8,3488.429,62.571,80.255,1.44,4154.0,72.0,95.567,1.656,1.15,-14858.4,-5.83,-11.55,2250676.0,51.779,tests performed,24168.0,0.556,24456.0,0.563,0.143,7.0
211,212,214446,4137,4933.556,95.176,58.8,3565.429,62.429,82.026,1.436,4221.0,67.0,97.109,1.541,1.16,-3347.8,-0.78,15.59,2278248.0,52.413,tests performed,27572.0,0.634,25124.0,0.578,0.142,7.0
212,213,218625,4179,5029.698,96.142,58.8,3665.571,64.286,84.33,1.479,4288.0,67.0,98.65,1.541,1.17,-14858.4,-5.83,-11.55,2308415.0,53.108,tests performed,30167.0,0.694,25608.0,0.589,0.143,7.0
213,214,223376,4751,5139.0,109.302,58.8,3820.714,63.857,87.9,1.469,4357.0,69.0,100.237,1.587,1.19,-14858.4,-5.83,-11.55,2337942.0,53.787,tests performed,29527.0,0.679,25898.0,0.596,0.148,6.8
214,215,228161,4785,5249.084,110.084,58.8,3942.143,66.143,90.693,1.522,4451.0,94.0,102.4,2.163,1.19,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,24311.0,0.559,0.162,6.2
215,216,232424,4263,5347.159,98.075,58.8,4089.286,64.429,94.078,1.482,4495.0,44.0,103.412,1.012,1.2,-14858.4,-5.83,-11.55,2382259.0,54.806,tests performed,18276.0,0.229,24612.0,0.566,0.166,6.0
216,217,236329,3905,5436.997,89.839,58.8,4250.0,64.0,97.776,1.472,4530.0,35.0,104.217,0.805,1.2,-14858.4,-5.83,-11.55,2397905.0,55.166,tests performed,15646.0,0.36,24485.0,0.563,0.174,5.8
217,218,240811,4482,5540.111,103.113,58.8,4357.429,67.143,100.247,1.545,4624.0,94.0,106.38,2.163,1.2,-14858.4,-5.83,-11.55,2423031.0,55.744,tests performed,25126.0,0.578,24622.0,0.566,0.177,5.7
218,219,245698,4887,5652.541,112.431,58.8,4464.571,69.429,102.712,1.597,4707.0,83.0,108.289,1.91,1.2,-14858.4,-5.83,-11.55,2455407.0,56.489,tests performed,32376.0,0.745,25308.0,0.582,0.176,5.7
219,220,251243,5545,5780.11,127.569,58.8,4659.714,74.143,107.202,1.706,4807.0,100.0,110.59,2.301,1.21,-14858.4,-5.83,-11.55,2489702.0,57.278,tests performed,34295.0,0.789,25898.0,0.596,0.18,5.6
220,221,257204,5961,5917.249,137.139,58.8,4832.571,77.429,111.178,1.781,4899.0,92.0,112.707,2.117,1.2,-14858.4,-5.83,-11.55,2522360.0,58.03,tests performed,32658.0,0.751,26345.0,0.606,0.183,5.5
221,222,263105,5901,6053.008,135.759,58.8,4992.0,79.857,114.846,1.837,5010.0,111.0,115.26,2.554,1.19,-14858.4,-5.83,-11.55,2582768.0,59.419,tests performed,60408.0,1.39,31810.0,0.732,0.157,6.4
222,223,268065,4960,6167.118,114.11,58.8,5091.571,86.143,117.137,1.982,5098.0,88.0,117.285,2.025,1.17,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,30063.0,0.692,0.169,5.9
223,224,272671,4606,6273.083,105.966,58.8,5191.714,87.571,119.441,2.015,5143.0,45.0,118.32,1.035,1.16,-14858.4,-5.83,-11.55,2602635.0,59.876,tests performed,18276.0,0.229,29247.0,0.673,0.178,5.6
224,225,277982,5311,6395.269,122.185,58.8,5310.143,90.0,122.165,2.071,5254.0,111.0,120.874,2.554,1.15,-14858.4,-5.83,-11.55,2630988.0,60.529,tests performed,28353.0,0.652,29708.0,0.683,0.179,5.6
225,226,283762,5780,6528.244,132.975,58.8,5437.714,94.0,125.1,2.163,5365.0,111.0,123.427,2.554,1.13,-14858.4,-5.83,-11.55,2695488.0,62.013,tests performed,64500.0,1.484,34297.0,0.789,0.159,6.3
226,227,289022,5260,6649.255,121.012,58.8,5397.0,90.857,124.164,2.09,5443.0,78.0,125.222,1.794,1.12,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,31827.0,0.732,0.17,5.9
227,228,295227,6205,6792.008,142.753,58.8,5431.857,93.143,124.966,2.143,5551.0,108.0,127.707,2.485,1.12,-14858.4,-5.83,-11.55,2729496.0,62.795,tests performed,18276.0,0.229,29591.0,0.681,0.184,5.4
228,229,301856,6629,6944.515,152.507,58.8,5535.857,94.143,127.358,2.166,5669.0,118.0,130.421,2.715,1.13,-14858.4,-5.83,-11.55,2765787.0,63.63,tests performed,36291.0,0.835,26146.0,0.602,0.212,4.7
229,230,307301,5445,7069.783,125.268,58.8,5605.143,94.857,128.952,2.182,5762.0,93.0,132.561,2.14,1.14,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,28301.0,0.651,0.198,5.0
230,231,312287,4986,7184.491,114.708,58.8,5659.429,98.714,130.201,2.271,5834.0,72.0,134.217,1.656,1.15,-14858.4,-5.83,-11.55,2815833.0,64.781,tests performed,18276.0,0.229,30457.0,0.701,0.186,5.4
231,232,317967,5680,7315.166,130.674,58.8,5712.143,99.143,131.414,2.281,5948.0,114.0,136.84,2.623,1.15,-14858.4,-5.83,-11.55,2847376.0,65.507,tests performed,31543.0,0.726,30913.0,0.711,0.185,5.4
232,233,324942,6975,7475.633,160.467,58.8,5882.857,104.0,135.341,2.393,6093.0,145.0,140.176,3.336,1.17,-14858.4,-5.83,-11.55,2880105.0,66.26,tests performed,32729.0,0.753,26374.0,0.607,0.223,4.5
233,234,332262,7320,7644.037,168.404,58.8,6177.143,110.0,142.112,2.531,6213.0,120.0,142.937,2.761,1.17,-14858.4,-5.83,-11.55,2914006.0,67.04,tests performed,33901.0,0.78,28788.0,0.662,0.215,4.7
234,235,340042,7780,7823.024,178.987,58.8,6402.143,112.143,147.288,2.58,6336.0,123.0,145.766,2.83,1.16,-14858.4,-5.83,-11.55,2950463.0,67.879,tests performed,36457.0,0.839,31567.0,0.726,0.203,4.9
235,236,347317,7275,7990.393,167.369,58.8,6494.429,113.429,149.411,2.61,6463.0,127.0,148.688,2.922,1.15,-14858.4,-5.83,-11.55,2991893.0,68.832,tests performed,41430.0,0.953,32301.0,0.743,0.201,5.0
236,237,353723,6406,8137.77,147.377,58.8,6631.714,114.857,152.57,2.642,6566.0,103.0,151.058,2.37,1.14,-14858.4,-5.83,-11.55,3025148.0,69.597,tests performed,33255.0,0.765,33477.0,0.77,0.198,5.0
237,238,359348,5625,8267.179,129.409,58.8,6723.0,115.286,154.67,2.652,6641.0,75.0,152.783,1.725,1.14,-14858.4,-5.83,-11.55,3053927.0,70.259,tests performed,28779.0,0.662,34013.0,0.783,0.198,5.1
